ad_id,source,ad_start,ad_end,days_active,spend,impressions,clicks,ctr,n_leads,inbounded_perc,high_leads_perc,adult_leads_perc,connected_call_perc,revenue,roas
120208751801080164,fb,"13 April, 2024","11 May, 2024",20,187.88,"12,537",70,0.558347292016,9,88.89,22.22,77.78,0,0,0
120208751915910164,fb,"13 April, 2024","8 May, 2024",23,"3,582.71","139,718",0,0,17,70.59,23.53,29.41,0,0,0
120208754388770164,fb,"13 April, 2024","10 May, 2024",23,"3,063.16","160,099",617,0.38538654207708980069,39,84.62,41.03,87.18,50,0,0
120208768887310164,fb,"14 April, 2024","14 May, 2024",30,982.33,"81,260",262,0.32,55,60,18.18,90.91,0,0,0
120208769087550164,fb,"14 April, 2024","13 May, 2024",10,417.8,"24,313",66,0.27145971291078846708,9,88.89,44.44,66.67,60,0,0
120208769130880164,fb,"14 April, 2024","28 April, 2024",15,253.92,"12,820",56,0.436817472698908,1,100,100,100,0,0,0
120208769226510164,fb,"4 May, 2024","21 May, 2024",7,2.23,41,0,0,0,,,,,0,0
120208769226540164,fb,"4 May, 2024","14 July, 2024",41,"4,842.29","63,125",392,0.6209900990099009901,0,,,,,0,0
120208769226550164,fb,"4 May, 2024","9 July, 2024",66,"29,532.82","1,096,532","5,462",0.49811587805919024707,0,,,,,0,0
120208825822070164,fb,"16 April, 2024","20 April, 2024",5,82.91,"2,374",12,0.5054759898904802022,0,,,,,0,0
120208826064600164,fb,"16 April, 2024","21 April, 2024",6,108.16,"4,298",11,0.25593299208934388087,0,,,,,0,0
120208826547240164,fb,"16 April, 2024","25 May, 2024",37,"6,829.24","356,189","1,313",0.37,164,81.1,29.88,82.93,70,"6,000",0.878575068
120208826826340164,fb,"16 April, 2024","9 May, 2024",7,366.65,"15,172",100,0.6591089,2,100,0,100,0,0,0
120208827042820164,fb,"16 April, 2024","14 May, 2024",24,"1,464.38","87,563",204,0.232975115060014,29,58.62,20.69,89.66,0,0,0
120208906365490164,fb,"18 April, 2024","11 May, 2024",14,"1,278.13","37,000",154,0.42,14,50,28.57,7.14,0,0,0
120208907087590164,fb,"18 April, 2024","10 May, 2024",23,20.12,"1,649",9,0.545785324439054,0,,,,,0,0
120208907087610164,fb,"18 April, 2024","14 May, 2024",14,"1,182.2","82,999",253,0.304822949674092,5,80,40,80,0,0,0
120208907087620164,fb,"18 April, 2024","3 June, 2024",44,"4,455.79","402,047","1,066",0.26514313003206093,126,78.57,26.98,73.81,48.15,0,0
120208907087650164,fb,"21 April, 2024","1 June, 2024",33,"1,249.61","60,025",316,0.53,38,68.42,21.05,84.21,27.27,0,0
120208907087670164,fb,"18 April, 2024","1 May, 2024",6,393.57,"14,721",57,0.38720195638883228042,6,66.67,16.67,83.33,0,"4,000",10.16
120208978055910164,fb,"20 April, 2024","20 April, 2024",1,35.27,"1,358",8,0.589101620029455081,0,,,,,0,0
120208978119880164,fb,"20 April, 2024","8 June, 2024",38,"3,504.77","213,137",515,0.24162862384288040087,63,79.37,20.63,22.22,45.9,"4,500",1.28
120208978316060164,fb,"20 April, 2024","3 June, 2024",43,"8,749.08","424,285","1,373",0.32360323838929022,180,89.44,38.89,76.11,38.56,"86,999",9.94
120208978527080164,fb,"20 April, 2024","3 June, 2024",34,"4,808.91","201,336",906,0.449994039814042,124,79.03,29.03,78.23,25,"6,999",1.46
120208990629630164,fb,"20 April, 2024","18 May, 2024",5,148.37,"5,394",43,0.79718205413422321098,4,75,75,75,0,"1,000",6.74
120208990667490164,fb,"20 April, 2024","20 April, 2024",1,1.56,816,0,0,0,,,,,0,0
120209000410560164,fb,"20 April, 2024","27 May, 2024",36,"9,225.57","280,536","1,163",0.41,168,79.76,30.36,24.4,40.54,"42,000",4.55
120209000410570164,fb,"20 April, 2024","19 May, 2024",22,"3,193.48","75,097",387,0.51533350200407473002,37,83.78,13.51,13.51,0,"8,500",2.66
120209000410580164,fb,"20 April, 2024","8 June, 2024",43,"4,144.44","123,440",556,0.45042125729099,24,91.67,45.83,0,41.67,"20,000",4.83
120209000410590164,fb,"20 April, 2024","24 May, 2024",20,989.69,"22,533",170,0.754449030311099,12,91.67,50,8.33,50,0,0
120209000410610164,fb,"20 April, 2024","17 May, 2024",16,"1,156.58","27,748",207,0.74599971169093,15,73.33,26.67,13.33,0,0,0
120209000410620164,fb,"20 April, 2024","8 June, 2024",49,"24,622.75","836,470","4,182",0.5,368,82.34,31.79,8.97,41.98,"77,500",3.15
120209000410700164,fb,"20 April, 2024","15 May, 2024",17,151.12,"6,446",10,0.16,0,,,,,0,0
120209000410710164,fb,"21 April, 2024","12 June, 2024",51,"32,228.18","1,248,118","7,243",0.58031372034,432,81.94,44.68,1.62,35.07,"120,500",3.74
120209001368990164,fb,"15 May, 2024","8 June, 2024",22,"2,908.55","105,754",511,0.483196853074,67,86.57,22.39,76.12,41.98,"4,000",1.38
120209001369000164,fb,"20 April, 2024","8 June, 2024",49,"12,815.83","332,661","1,591",0.48,142,93.66,46.48,85.21,42.86,"13,500",1.05
120209001369010164,fb,"21 April, 2024","30 May, 2024",33,"2,787.63","89,107",812,0.91,74,83.78,45.95,90.54,41.67,"36,000",12.91
120209001369020164,fb,"20 April, 2024","2 June, 2024",26,539.08,"19,432",109,0.560930424043,11,72.73,27.27,45.45,43.75,0,0
120209001369030164,fb,"20 April, 2024","23 May, 2024",32,"1,072.86","67,901",295,0.4344560463027054094,16,93.75,18.75,68.75,0,0,0
120209001369040164,fb,"20 April, 2024","3 June, 2024",37,"1,391.29","62,561",309,0.49391793609437189303,33,90.91,24.24,96.97,40,"6,000",4.31
120209001369050164,fb,"21 April, 2024","28 May, 2024",15,139.86,"4,257",43,1.01,1,100,100,100,0,0,0
120209001369060164,fb,"20 April, 2024","6 June, 2024",44,"58,266.72","3,847,790","12,326",0.320339727479930038,"2,229",82.46,24.76,85.2,41.19,"151,496",2.6
120209001369070164,fb,"20 April, 2024","23 May, 2024",31,455.82,"25,917",59,0.22764980514720067909,8,87.5,62.5,87.5,50,0,0
120209001369080164,fb,"20 April, 2024","3 June, 2024",44,"10,346.85","429,637","1,644",0.38264860801095,124,78.23,31.45,75,40.79,"28,000",2.71
120209068014690164,fb,"23 April, 2024","20 May, 2024",10,"1,031.37","28,750",82,0.28521739130434782609,4,100,50,25,0,0,0
120209068218310164,fb,"23 April, 2024","23 May, 2024",26,239.96,"18,573",30,0.161524794056,1,100,0,0,100,0,0
120209170913130164,fb,"26 April, 2024","15 May, 2024",13,350.88,"14,824",55,0.371019967620076,3,100,33.33,0,0,0,0
120209171341060164,fb,"26 April, 2024","21 May, 2024",26,"2,798.56","80,388",326,0.40553316415385380903,57,91.23,26.32,38.6,46.3,0,0
120209181041150164,fb,"26 April, 2024","17 May, 2024",22,145.15,"6,629",26,0.39221602052,5,80,60,80,0,"2,000",13.78
120209217222760164,fb,"28 April, 2024","18 May, 2024",6,726.6,"35,924",117,0.33,8,75,0,100,50,0,0
120209218993180164,fb,"28 April, 2024","17 May, 2024",16,236.7,"10,551",33,0.31,2,50,50,50,0,0,0
120209219233460164,fb,"28 April, 2024","6 June, 2024",34,"5,938.72","193,169",893,0.4622894977972656068,96,75,29.17,13.54,41.98,"34,500",5.81
120209222980180164,fb,"28 April, 2024","7 May, 2024",6,868.02,"17,166",55,0.32040079226377723407,0,,,,,0,0
120209269189210164,fb,"30 April, 2024","7 June, 2024",39,"17,029.39","647,915","2,124",0.32782077896020311306,290,84.83,27.59,80,47.38,"75,500",4.43
120209312972440164,fb,"1 May, 2024","15 May, 2024",9,893.54,"21,073",76,0.36065107009,5,80,20,40,100,0,0
120209314998220164,fb,"2 May, 2024","17 May, 2024",11,1.16,51,0,0,0,,,,,0,0
120209397955560164,fb,"4 May, 2024","22 May, 2024",15,77.76,"3,649",16,0.4384762948753083036,0,,,,,0,0
120209398124160164,fb,"7 May, 2024","8 June, 2024",28,"4,360.25","124,694",538,0.4314562048,29,82.76,34.48,6.9,51.22,"4,500",1.03
120209398937670164,fb,"10 May, 2024","6 June, 2024",12,"1,477.14","26,985",55,0.20381693533444506207,0,,,,,0,0
120209399162940164,fb,"4 May, 2024","1 June, 2024",6,369.45,"4,511",18,0.3990246065174019065,0,,,,,0,0
120209399659520164,fb,"4 May, 2024","20 June, 2024",34,"4,718.78","134,460",439,0.32649114978432247509,0,,,,,0,0
120209399714440164,fb,"4 May, 2024","4 June, 2024",18,505.43,"13,162",40,0.30390518158334599605,0,,,,,0,0
120209399752360164,fb,"4 May, 2024","8 June, 2024",36,"7,133.34","267,199","1,396",0.52245704512367187003,0,,,,,0,0
120209419992590164,fb,"5 May, 2024","17 May, 2024",13,55.52,"2,480",3,0.12096774193548387097,0,,,,,0,0
120209524725870164,fb,"7 May, 2024","5 June, 2024",22,"5,647.71","164,809",655,0.3974297520159700016,65,87.69,30.77,72.31,39.81,"26,000",4.6
120209524944930164,fb,"7 May, 2024","12 June, 2024",34,"24,957.79","1,199,513","3,844",0.32046338805832034,620,82.74,28.39,67.58,42.11,"38,999",1.56
120209525312340164,fb,"7 May, 2024","6 June, 2024",27,"7,209.33","306,420",915,0.2986098,145,74.48,23.45,9.66,47.83,"134,000",18.59
120209525560660164,fb,"7 May, 2024","18 May, 2024",12,217.06,"7,310",21,0.2872777018,2,100,0,0,0,0,0
120209525675200164,fb,"8 May, 2024","17 May, 2024",9,9.69,393,0,0,0,,,,,0,0
120209526164530164,fb,"8 May, 2024","1 June, 2024",8,168.8,"2,886",5,0.17325017325017325017,0,,,,,0,0
120209562696800164,fb,"10 May, 2024","11 May, 2024",2,110.29,"1,779",4,0.22,0,,,,,0,0
120209562696830164,fb,"10 May, 2024","11 May, 2024",2,0,19,0,0,0,,,,,0,0
120209562696840164,fb,"10 May, 2024","11 May, 2024",2,12.74,124,0,0,0,,,,,0,0
120209562696850164,fb,"10 May, 2024","11 May, 2024",2,16.55,188,1,0.531914893617021,0,,,,,0,0
120209562696860164,fb,"10 May, 2024","31 May, 2024",6,641.15,"11,289",66,0.58,0,,,,,0,0
120209562696870164,fb,"10 May, 2024","11 May, 2024",2,12.41,172,0,0,0,,,,,0,0
120209562697070164,fb,"10 May, 2024","11 May, 2024",2,25.48,378,1,0.26455026455026455026,0,,,,,0,0
120209562697200164,fb,"10 May, 2024","11 May, 2024",2,5.25,108,0,0,0,,,,,0,0
120209562697210164,fb,"10 May, 2024","11 May, 2024",2,10.94,195,0,0,0,,,,,0,0
120209642457070164,fb,"10 May, 2024","13 June, 2024",33,"19,627.22","699,371","4,251",0.6078,356,78.09,29.78,67.42,46.08,"86,494",4.41
120209642766090164,fb,"10 May, 2024","18 May, 2024",9,117.08,"5,157",22,0.42660461508629048,2,100,50,100,50,0,0
120209643286060164,fb,"10 May, 2024","13 June, 2024",32,"23,546.2","1,026,487","9,558",0.93,"1,775",74.31,19.55,35.55,44.14,"82,500",3.5
120209643758180164,fb,"10 May, 2024","7 June, 2024",20,"2,120.33","49,811",217,0.44,8,100,25,50,40.91,0,0
120209644171090164,fb,"10 May, 2024","18 May, 2024",9,136.99,"1,781",2,0.11229646266142616508,0,,,,,0,0
120209835971740164,fb,"15 May, 2024","16 May, 2024",2,1.02,8,0,0,0,,,,,0,0
120209969954640164,fb,"17 May, 2024","18 May, 2024",2,0.12,10,0,0,0,,,,,0,0
120209972180810164,fb,"17 May, 2024","18 May, 2024",2,0.1,21,0,0,0,,,,,0,0
120209974109800164,fb,"18 May, 2024","17 June, 2024",22,"7,666.42","332,865","1,638",0.492091388400703,354,85.31,38.14,83.62,44.23,"111,488",14.54
120209974110100164,fb,"18 May, 2024","22 August, 2024",83,"112,395.68","5,775,499","22,911",0.39669299570478672059,"4,202",82.15,28.56,78.39,41.4,"1,428,989",12.71
120209974110110164,fb,"18 May, 2024","28 May, 2024",11,29.36,"1,025",0,0,0,,,,,0,0
120209974110120164,fb,"18 May, 2024","18 May, 2024",1,1.35,13,0,0,0,,,,,0,0
120209975661370164,fb,"18 May, 2024","18 May, 2024",1,1.15,23,0,0,0,,,,,0,0
120209975661380164,fb,"18 May, 2024","27 May, 2024",8,114.86,"4,923",20,0.4063,1,0,0,100,0,0,0
120209975661390164,fb,"18 May, 2024","1 June, 2024",2,4,77,2,2.6,0,,,,,0,0
120209975661410164,fb,"18 May, 2024","24 July, 2024",58,706.01,"28,930",135,0.47,34,76.47,47.06,85.29,48.1,"106,000",150.14
120209975685590164,fb,"18 May, 2024","18 May, 2024",1,0,1,0,0,0,,,,,0,0
120209975693560164,fb,"18 May, 2024","27 May, 2024",2,98.88,"2,411",13,0.53919535462463708005,2,50,0,100,0,0,0
120209978405780164,fb,"18 May, 2024","18 May, 2024",1,1.47,15,0,0,0,,,,,0,0
120209978903460164,fb,"18 May, 2024","5 August, 2024",77,"18,945.61","726,537","3,151",0.433701243019970077,696,86.64,33.48,87.64,43.21,"315,500",16.65
120209979017930164,fb,"18 May, 2024","10 July, 2024",39,"3,156.94","112,869",469,0.4155259637278615032,123,89.43,32.52,91.06,41.73,"42,000",13.3
120209979154650164,fb,"18 May, 2024","26 May, 2024",8,0.22,35,0,0,0,,,,,0,0
120209979154670164,fb,"18 May, 2024","13 July, 2024",38,"56,943.9","3,651,973","11,735",0.3213331533393045,"2,578",80.37,24.83,83.94,42,"740,491",13
120209979154680164,fb,"18 May, 2024","24 July, 2024",68,108.6,"18,454",45,0.2438495719085,6,66.67,66.67,83.33,28.57,0,0
120209979154700164,fb,"18 May, 2024","21 May, 2024",4,0,10,0,0,0,,,,,0,0
120209979273970164,fb,"22 May, 2024","8 June, 2024",17,"3,950.6","200,817",903,0.44966312612975993068,217,82.03,28.57,88.48,45.85,"17,500",4.43
120209979482580164,fb,"18 May, 2024","4 June, 2024",11,509.98,"13,526",40,0.29572674848440041402,7,85.71,28.57,42.86,30,0,0
120209979482590164,fb,"18 May, 2024","30 June, 2024",36,"69,549.84","2,500,032","11,685",0.467394017,"1,426",81.35,27.91,14.59,44.76,"326,491",4.69
120209979483130164,fb,"18 May, 2024","5 June, 2024",13,"1,520.36","49,251",134,0.27207569389454021,11,90.91,27.27,0,50,0,0
120209979483250164,fb,"18 May, 2024","8 June, 2024",22,"12,812.67","410,964","2,222",0.54067996223513495099,196,83.16,25.51,16.84,43.12,"88,500",6.91
120209979483280164,fb,"18 May, 2024","27 May, 2024",4,303.93,"6,324",35,0.55344718532574320051,2,50,50,0,100,0,0
120209981045570164,fb,"18 May, 2024","17 June, 2024",30,"9,318.34","388,709","1,151",0.2961083998569624063,168,84.52,27.38,2.98,46.67,"45,000",4.83
120210010755090164,fb,"19 May, 2024","8 June, 2024",17,"2,321.56","71,161",255,0.358342350444766094,30,90,26.67,6.67,37.21,0,0
120210010755110164,fb,"19 May, 2024","8 June, 2024",20,"4,119.83","133,208",407,0.305537205,38,73.68,34.21,5.26,35.48,"24,000",5.83
120210010755140164,fb,"19 May, 2024","8 June, 2024",12,"1,230.36","41,265",280,0.6785411365564037,11,81.82,27.27,18.18,33.33,0,0
120210010818000164,fb,"19 May, 2024","8 June, 2024",21,"8,333.53","211,907",870,0.41055746152793442406,153,84.31,39.22,18.3,36.6,"60,000",7.2
120210010818020164,fb,"19 May, 2024","7 June, 2024",17,676.16,"17,899",82,0.458126152299011,12,91.67,33.33,0,46.15,"10,000",14.79
120210010818030164,fb,"19 May, 2024","9 June, 2024",22,"13,413.23","522,093","1,379",0.26,227,77.53,18.5,5.29,46.15,"163,000",12.15
120210010818040164,fb,"19 May, 2024","4 June, 2024",15,"3,358.95","132,496",320,0.2415167250332085,55,92.73,20,16.36,35,"8,000",2.38
120210010818050164,fb,"19 May, 2024","9 June, 2024",21,"6,060.42","184,445",680,0.37,105,77.14,22.86,21.9,44.23,"20,000",3.3
120210010818060164,fb,"19 May, 2024","31 May, 2024",13,186.92,"5,797",6,0.1035018,2,100,0,50,40,0,0
120210011121630164,fb,"19 May, 2024","24 June, 2024",21,"1,215.4","50,158",198,0.39,0,,,,,0,0
120210011121790164,fb,"19 May, 2024","26 May, 2024",4,0.84,31,0,0,0,,,,,0,0
120210011121970164,fb,"19 May, 2024","19 May, 2024",1,6.94,50,0,0,0,,,,,0,0
120210011121980164,fb,"19 May, 2024","26 May, 2024",4,3.27,18,0,0,0,,,,,0,0
120210011617740164,fb,"19 May, 2024","26 May, 2024",3,0,14,0,0,0,,,,,0,0
120210011702300164,fb,"19 May, 2024","19 May, 2024",1,0.52,10,0,0,0,,,,,0,0
120210011796550164,fb,"19 May, 2024","26 May, 2024",3,0.11,7,0,0,0,,,,,0,0
120210011951100164,fb,"19 May, 2024","25 May, 2024",4,180.81,"2,491",12,0.48,0,,,,,0,0
120210012090100164,fb,"19 May, 2024","21 May, 2024",3,206.46,"2,406",1,0.042,0,,,,,0,0
120210012242750164,fb,"19 May, 2024","21 May, 2024",3,119.96,"1,433",4,0.28,0,,,,,0,0
120210012304410164,fb,"19 May, 2024","16 June, 2024",12,869.48,"15,266",51,0.33407572383073,0,,,,,0,0
120210012423680164,fb,"19 May, 2024","27 May, 2024",6,10.19,130,1,0.76923076923076923077,0,,,,,0,0
120210012423700164,fb,"19 May, 2024","27 May, 2024",7,5.1,114,0,0,0,,,,,0,0
120210012423710164,fb,"19 May, 2024","20 June, 2024",23,"4,901.19","206,947",789,0.381257037,0,,,,,0,0
120210012423720164,fb,"19 May, 2024","19 May, 2024",1,0.18,1,0,0,0,,,,,0,0
120210012423730164,fb,"19 May, 2024","27 May, 2024",6,0.02,138,0,0,0,,,,,0,0
120210012423740164,fb,"19 May, 2024","8 June, 2024",18,"1,419.61","45,582",239,0.524329779298846036,0,,,,,0,0
120210012423750164,fb,"19 May, 2024","27 May, 2024",9,12.64,294,0,0,0,,,,,0,0
120210068165350164,fb,"20 May, 2024","7 June, 2024",17,"5,203.63","198,303",878,0.4427567913748153079,80,81.25,23.75,22.5,30,0,0
120210068189770164,fb,"20 May, 2024","5 June, 2024",17,"2,961.22","98,328",575,0.58,25,76,28,12,51.16,"28,000",9.46
120210105885090164,fb,"22 May, 2024","29 June, 2024",39,"13,428.99","484,444","3,062",0.632064800059,753,82.2,31.08,78.62,38.88,"177,500",13.22
120210107045810164,fb,"21 May, 2024","8 June, 2024",14,576.29,"16,240",73,0.4495074,0,,,,,0,0
120210111358710164,fb,"21 May, 2024","27 May, 2024",6,44.58,"1,607",8,0.497822029,0,,,,,0,0
120210111379980164,fb,"21 May, 2024","6 June, 2024",13,180.28,"5,209",28,0.5375311960069,0,,,,,0,0
120210111403700164,fb,"21 May, 2024","8 June, 2024",12,226.4,"5,111",21,0.41088,0,,,,,0,0
120210111479920164,fb,"21 May, 2024","8 June, 2024",19,"1,709.56","64,155",241,0.375652716078,0,,,,,0,0
120210113529500164,fb,"21 May, 2024","30 May, 2024",6,84.21,"2,074",9,0.433944069431051109,0,,,,,0,0
120210113576390164,fb,"21 May, 2024","25 May, 2024",5,23.92,633,1,0.1579778830963665087,0,,,,,0,0
120210144858000164,fb,"22 May, 2024","19 July, 2024",32,"16,823.17","837,229","3,296",0.39,650,82.62,31.54,82.31,42.95,"159,500",9.48
120210187406350164,fb,"23 May, 2024","26 June, 2024",23,"46,136.28","2,248,341","8,613",0.38308245946678017,"1,299",81.83,21.79,19.71,44.52,"141,500",3.07
120210187451240164,fb,"23 May, 2024","2 June, 2024",7,276.33,"13,110",55,0.41952707856598017,5,100,80,20,0,0,0
120210242662760164,fb,"25 May, 2024","26 May, 2024",2,60.13,"1,354",6,0.4431314623338257016,0,,,,,0,0
120210242789420164,fb,"25 May, 2024","26 May, 2024",2,81.67,"2,475",25,1.01,0,,,,,0,0
120210256839300164,fb,"27 May, 2024","3 August, 2024",69,"8,710.5","423,848","2,245",0.5296710141371435043,142,87.32,33.1,13.38,39.61,"325,000",37.31
120210280978800164,fb,"27 May, 2024","30 June, 2024",27,"42,355.88","1,467,649","6,823",0.46,"1,103",79.06,21.4,26.2,41.75,"262,000",6.19
120210281001980164,fb,"27 May, 2024","12 June, 2024",17,429.13,"14,328",78,0.54438860971524288107,7,85.71,57.14,0,25,0,0
120210281014280164,fb,"27 May, 2024","3 June, 2024",5,435.3,"14,354",36,0.2508011704055,2,100,50,0,13.33,0,0
120210281024760164,fb,"27 May, 2024","15 June, 2024",13,"3,431.55","103,782",424,0.4085,64,78.13,10.94,29.69,47.73,"21,500",6.27
120210287979890164,fb,"27 May, 2024","30 May, 2024",4,310.73,"8,890",25,0.2812148481439820023,1,100,0,0,0,0,0
120210288220170164,fb,"27 May, 2024","7 June, 2024",12,"1,508.73","45,839",132,0.287964397129082,20,85,15,25,52.63,0,0
120210293519050164,fb,"27 May, 2024","1 June, 2024",6,411.51,"13,384",34,0.2540346682606097,3,66.67,33.33,33.33,14.29,0,0
120210305545010164,fb,"28 May, 2024","6 June, 2024",7,762.67,"18,126",60,0.331016,9,100,11.11,44.44,31.25,0,0
120210305574740164,fb,"28 May, 2024","8 June, 2024",6,"1,024.4","18,482",88,0.4761389460015,9,100,44.44,11.11,36.84,"12,000",11.71
120210310400380164,fb,"28 May, 2024","10 July, 2024",33,"1,248.15","52,799",216,0.409099,54,87.04,50,87.04,35.9,0,0
120210310422690164,fb,"28 May, 2024","22 June, 2024",17,"32,036.94","950,751","7,410",0.78,"1,975",81.52,30.53,83.59,41.97,"342,000",10.68
120210336861010164,fb,"30 May, 2024","7 June, 2024",9,"1,153.3","46,360",283,0.61044003451251079,24,95.83,41.67,8.33,38.46,0,0
120210336861020164,fb,"30 May, 2024","11 June, 2024",13,154.94,"5,648",29,0.513456090651558074,0,,,,,0,0
120210336861030164,fb,"30 May, 2024","19 June, 2024",16,"9,769.46","297,027","1,527",0.51409467826157218031,243,79.01,20.99,21.4,44.66,"53,998",5.53
120210336861040164,fb,"30 May, 2024","7 June, 2024",9,"1,695.08","60,690",369,0.608007909046,39,84.62,23.08,25.64,30.19,0,0
120210336861050164,fb,"30 May, 2024","11 June, 2024",9,26.58,952,0,0,0,,,,,0,0
120210336861060164,fb,"30 May, 2024","11 June, 2024",13,637.93,"25,280",144,0.56962025316455696203,11,90.91,27.27,0,54.55,"52,000",81.51
120210336861070164,fb,"31 May, 2024","14 June, 2024",14,"5,778.48","159,719",850,0.53218464929032,139,85.61,21.58,27.34,47.4,"135,000",23.36
120210336861100164,fb,"31 May, 2024","11 June, 2024",11,96.95,"3,314",19,0.57,1,100,0,0,50,0,0
120210415412630164,fb,"3 June, 2024","4 June, 2024",2,310.26,"6,189",23,0.3716270803038,3,100,33.33,33.33,40,0,0
120210415562500164,fb,"3 June, 2024","22 August, 2024",76,"70,592.93","2,645,188","13,520",0.51111679019,"1,164",89.52,38.14,32.56,43.17,"1,727,988",24.48
120210436936070164,fb,"4 June, 2024","8 July, 2024",32,"1,340.26","44,341",204,0.460070814821497034,48,85.42,43.75,100,37.5,"8,000",5.97
120210571536380164,fb,"12 June, 2024","25 June, 2024",14,"2,891.77","137,136",561,0.4090829541477074,69,78.26,13.04,1.45,43.75,"6,500",2.25
120210571536390164,fb,"12 June, 2024","24 July, 2024",28,"17,045.43","852,298","2,804",0.32899291093021,446,87.89,28.25,8.07,43.54,"475,500",27.9
120210571536410164,fb,"12 June, 2024","23 June, 2024",12,242.33,"7,354",49,0.66630405221648083,4,75,25,0,100,0,0
120210571536520164,fb,"12 June, 2024","3 August, 2024",18,"17,516.01","771,493","4,651",0.602857057679072,520,83.08,24.23,11.54,45.09,"367,500",20.98
120210575974780164,fb,"12 June, 2024","9 July, 2024",6,"1,128.48","45,682",148,0.32397881003458692702,22,77.27,22.73,0,37.84,"21,000",18.61
120210575974830164,fb,"12 June, 2024","15 June, 2024",3,4.82,138,0,0,0,,,,,0,0
120210575974840164,fb,"12 June, 2024","13 June, 2024",2,15.55,556,2,0.35971223022,0,,,,,0,0
120210575974850164,fb,"12 June, 2024","12 June, 2024",1,263.13,"8,195",26,0.3172666259914582062,3,100,33.33,0,66.67,0,0
120210605121560164,fb,"12 June, 2024","24 July, 2024",41,"1,408.17","51,847",231,0.45,65,89.23,35.38,86.15,39.06,"80,500",57.17
120210605592600164,fb,"12 June, 2024","28 July, 2024",32,"46,666.07","2,266,539","8,010",0.353402257803638058,875,83.77,22.06,16.8,45,"476,500",10.21
120210605695380164,fb,"12 June, 2024","13 June, 2024",2,66.62,"2,264",6,0.265018,2,50,0,50,15.38,0,0
120210605723980164,fb,"23 June, 2024","6 July, 2024",14,"1,751.33","72,832",293,0.40229569420035,22,59.09,9.09,22.73,38.89,0,0
120210605723990164,fb,"12 June, 2024","23 June, 2024",11,33.35,"1,006",5,0.497018,0,,,,,0,0
120210609711330164,fb,"12 June, 2024","16 June, 2024",3,11.81,402,2,0.49751243781095,0,,,,,0,0
120210609711340164,fb,"12 June, 2024","19 June, 2024",7,"2,507.33","71,469",501,0.70100323217059,81,74.07,25.93,25.93,36.59,0,0
120210609711350164,fb,"12 June, 2024","16 June, 2024",3,19.04,594,4,0.67340067340067340067,1,100,100,0,0,0,0
120210609711360164,fb,"12 June, 2024","17 June, 2024",6,759.43,"19,512",226,1.16,21,85.71,47.62,9.52,61.9,0,0
120210609711370164,fb,"12 June, 2024","16 June, 2024",3,7.46,264,2,0.76,0,,,,,0,0
120210609711430164,fb,"12 June, 2024","17 June, 2024",6,"1,478.52","41,640",352,0.845341018251681076,45,84.44,40,11.11,47.5,0,0
120210609711440164,fb,"12 June, 2024","17 June, 2024",6,31.19,966,11,1.14,0,,,,,0,0
120210609803630164,fb,"12 June, 2024","23 June, 2024",7,291.6,"7,315",56,0.76555023923444976077,10,80,40,20,30.77,0,0
120210609874100164,fb,"12 June, 2024","18 July, 2024",32,165.44,"4,853",32,0.659385946837008036,4,100,50,100,30.77,0,0
120210609874110164,fb,"12 June, 2024","15 August, 2024",39,437.3,"12,485",105,0.841009211053,37,91.89,29.73,81.08,30,0,0
120210609874120164,fb,"12 June, 2024","17 August, 2024",49,"4,368.18","191,872","1,085",0.5654811541027,204,83.82,33.82,76.96,37.7,"117,000",26.78
120210609874130164,fb,"15 June, 2024","21 July, 2024",25,18.42,654,7,1.07,2,100,0,100,28.57,0,0
120210609874140164,fb,"12 June, 2024","23 June, 2024",12,"4,463.99","127,162","1,299",1.02,323,80.8,27.24,78.64,43.23,"24,000",5.38
120210609874150164,fb,"12 June, 2024","16 August, 2024",47,"8,162.57","328,694","1,884",0.57317748422544981046,419,80.67,31.74,79.24,42.02,"70,000",8.58
120210609898070164,fb,"12 June, 2024","21 July, 2024",23,13.95,426,2,0.46948356807511737089,2,100,100,100,16.67,"4,000",286.74
120210678489910164,fb,"15 June, 2024","22 June, 2024",8,226.96,"8,177",32,0.391341567812156047,4,75,25,25,100,"4,000",17.62
120210678545190164,fb,"15 June, 2024","9 July, 2024",24,"35,673.07","1,629,957","5,907",0.3624021983402016,637,84.46,20.09,21.66,43.73,"263,500",7.39
120210729737700164,fb,"18 June, 2024","10 July, 2024",8,"1,130.45","43,740",133,0.30406950160037,28,89.29,21.43,75,40,0,0
120210729803880164,fb,"18 June, 2024","27 June, 2024",10,353.92,"16,309",48,0.294316022,7,100,71.43,100,37.5,0,0
120210730066100164,fb,"18 June, 2024","19 June, 2024",2,11.38,110,0,0,0,,,,,0,0
120210742429300164,fb,"19 June, 2024","4 November, 2024",126,"16,355.3","317,065","2,125",0.67020957847759923044,0,,,,,0,0
120210742611950164,fb,"19 June, 2024","2 July, 2024",10,103.09,982,7,0.71283095723014,0,,,,,0,0
120210742633550164,fb,"19 June, 2024","11 November, 2024",145,"49,412.52","1,323,214","12,119",0.915876041,0,,,,,0,0
120210742671750164,fb,"19 June, 2024","5 July, 2024",12,488.63,"8,766",44,0.50193931097,0,,,,,0,0
