ad_id,source,ad_start,ad_end,days_active,spend,impressions,clicks,ctr,n_leads,inbounded_perc,high_leads_perc,adult_leads_perc,connected_call_perc,revenue,roas
120201659574260164,fb,"15 November, 2023","13 December, 2023",11,145.91,"4,991",66,1.32,1,100,100,0,0,0,0
120201659732990164,fb,"15 November, 2023","8 December, 2023",12,210.38,"8,029",83,1.03,0,,,,,0,0
120201660012020164,fb,"15 November, 2023","6 December, 2023",13,136.08,"4,959",34,0.68562210123008671103,0,,,,,0,0
120201681053210164,fb,"16 November, 2023","17 November, 2023",2,195.57,"5,558",45,0.8096437567470313062,3,66.67,33.33,33.33,0,0,0
120201681053230164,fb,"16 November, 2023","5 December, 2023",3,34.08,940,6,0.63829787234043,0,,,,,0,0
120201681053240164,fb,"16 November, 2023","17 November, 2023",2,237.43,"8,075",64,0.79,3,100,66.67,33.33,0,0,0
120201681053250164,fb,"16 November, 2023","19 November, 2023",3,202.78,"7,379",65,0.880878167773411031,2,100,0,0,0,0,0
120201716377670164,fb,"17 November, 2023","17 November, 2023",1,110.11,"2,187",8,0.365797896662094,0,,,,,0,0
120201716763210164,fb,"17 November, 2023","17 December, 2023",20,"3,910.63","97,050",326,0.33590932509016,0,,,,,0,0
120201716816620164,fb,"17 November, 2023","7 December, 2023",4,506.14,"11,871",61,0.51385729930082,0,,,,,0,0
120201717058180164,fb,"17 November, 2023","15 December, 2023",8,256.69,"7,971",84,1.05,5,60,20,0,0,0,0
120201724025060164,fb,"17 November, 2023","1 December, 2023",4,131.99,"1,902",13,0.68349106203995793901,0,,,,,0,0
120201724624630164,fb,"17 November, 2023","2 December, 2023",6,350.08,"4,850",24,0.49484536082474226804,0,,,,,0,0
120201724705510164,fb,"17 November, 2023","30 November, 2023",11,158.1,"1,444",11,0.76,0,,,,,0,0
120201724765300164,fb,"17 November, 2023","18 November, 2023",2,7.51,105,0,0,0,,,,,0,0
120201724815870164,fb,"17 November, 2023","20 November, 2023",4,178.23,"3,912",17,0.4345603271983640082,0,,,,,0,0
120201725008640164,fb,"17 November, 2023","18 November, 2023",2,95.66,"1,298",12,0.92,0,,,,,0,0
120201758400550164,fb,"18 November, 2023","30 November, 2023",10,193.35,"3,047",32,1.05,0,,,,,0,0
120201758453610164,fb,"18 November, 2023","13 December, 2023",13,429.4,"13,037",107,0.820740968014,0,,,,,0,0
120201758464340164,fb,"18 November, 2023","15 December, 2023",11,521.54,"12,292",91,0.7403189066059,0,,,,,0,0
120201758599400164,fb,"18 November, 2023","16 December, 2023",11,345.26,"10,050",84,0.83582089552238806,0,,,,,0,0
120201758702790164,fb,"18 November, 2023","13 December, 2023",9,634.31,"17,496",142,0.81161408321902149063,0,,,,,0,0
120201758918520164,fb,"18 November, 2023","7 December, 2023",9,478.66,"9,771",33,0.34,0,,,,,0,0
120201941732740164,fb,"20 November, 2023","29 November, 2023",4,343.75,"8,062",25,0.31009675018605805011,0,,,,,0,0
120201941809610164,fb,"20 November, 2023","15 December, 2023",12,"1,408.36","28,167",119,0.4224802073,0,,,,,0,0
120201941834070164,fb,"20 November, 2023","17 December, 2023",5,218.59,"4,255",11,0.26,0,,,,,0,0
120202054305700164,fb,"22 November, 2023","19 December, 2023",16,"4,514.38","90,717",644,0.709900019,0,,,,,0,0
120202054457250164,fb,"22 November, 2023","22 December, 2023",29,"12,188.16","452,804","4,192",0.93,773,79.3,22.51,30.27,0,"35,000",2.87
120202076321520164,fb,"23 November, 2023","2 December, 2023",10,266.07,"14,913",46,0.30845570978341045,7,100,42.86,28.57,0,"10,500",39.46
120202076340120164,fb,"23 November, 2023","19 December, 2023",6,745.5,"14,998",58,0.386718229097,0,,,,,0,0
120202116119360164,fb,"24 November, 2023","17 January, 2024",55,"36,514.02","1,681,296","7,630",0.45381657959098,"1,279",82.25,27.68,30.02,0,"144,250",3.95
120202116334700164,fb,"25 November, 2023","31 January, 2024",68,"52,364.92","1,808,550","6,259",0.346078350059,0,,,,,0,0
120202270408200164,fb,"1 December, 2023","1 February, 2024",59,"4,138.29","121,097",470,0.39,0,,,,,0,0
120202270408210164,fb,"1 December, 2023","4 February, 2024",64,"29,267.35","975,255","3,332",0.34165423402084583006,0,,,,,0,0
120202349234580164,fb,"2 December, 2023","2 February, 2024",54,"77,082.47","4,040,374","23,621",0.58462409668016,"2,492",76.36,24.44,7.1,0,"153,500",1.99
120202485636460164,fb,"4 December, 2023","3 January, 2024",20,"1,233.16","19,233",110,0.57193365569593927104,0,,,,,0,0
120202486072450164,fb,"4 December, 2023","2 January, 2024",30,73.68,"1,195",6,0.50209205020920502092,0,,,,,0,0
120202486129270164,fb,"4 December, 2023","18 December, 2023",15,120.32,"2,562",11,0.42935206869633099,0,,,,,0,0
120202486300740164,fb,"4 December, 2023","28 December, 2023",25,12.95,314,1,0.32,0,,,,,0,0
120202486450580164,fb,"4 December, 2023","7 December, 2023",4,152.78,"2,896",12,0.41436464088397790055,0,,,,,0,0
120202486585320164,fb,"4 December, 2023","28 December, 2023",25,59.94,"1,547",9,0.5817711700065,0,,,,,0,0
120202486614820164,fb,"4 December, 2023","15 December, 2023",5,178.4,"4,368",26,0.595238095238095,0,,,,,0,0
120202486655140164,fb,"4 December, 2023","28 December, 2023",25,20.79,742,0,0,0,,,,,0,0
120202492525740164,fb,"4 December, 2023","27 December, 2023",3,20.34,943,1,0.1060445387063,1,100,0,100,0,0,0
120202493928760164,fb,"4 December, 2023","5 December, 2023",2,25.63,"1,547",1,0.065,0,,,,,0,0
120202762699380164,fb,"7 December, 2023","19 January, 2024",44,"13,616.89","573,416","4,117",0.72,473,74.21,30.02,7.19,0,"18,000",1.32
120202771029480164,fb,"7 December, 2023","21 December, 2023",6,94.43,"3,981",15,0.38,3,100,33.33,0,0,"4,500",47.65
120202771029490164,fb,"7 December, 2023","14 December, 2023",5,89.1,"4,504",14,0.31083481349911190053,0,,,,,0,0
120202771029500164,fb,"7 December, 2023","30 December, 2023",17,961.31,"43,602",189,0.433466354754369066,36,83.33,27.78,5.56,0,0,0
120202771029510164,fb,"7 December, 2023","7 December, 2023",1,1.58,168,0,0,0,,,,,0,0
120202771029520164,fb,"7 December, 2023","30 December, 2023",15,791.74,"29,675",123,0.41449031171019,11,100,27.27,18.18,0,0,0
120202771029530164,fb,"7 December, 2023","3 January, 2024",18,"1,000.93","41,798",184,0.44021245036,27,88.89,29.63,18.52,0,"9,000",8.99
120202771029540164,fb,"7 December, 2023","6 January, 2024",15,374.61,"18,254",67,0.367043,11,45.45,18.18,9.09,0,0,0
120202771029550164,fb,"7 December, 2023","7 December, 2023",1,7.67,307,1,0.3257328990228013029,0,,,,,0,0
120202771029560164,fb,"7 December, 2023","6 January, 2024",16,675.85,"31,386",134,0.4269419486395208055,25,84,28,0,0,"19,500",28.85
120202771029570164,fb,"7 December, 2023","29 December, 2023",10,462.69,"19,326",93,0.48121701334989133809,18,66.67,16.67,5.56,0,0,0
120202773661990164,fb,"7 December, 2023","7 January, 2024",12,263.12,"6,375",38,0.59607843137254902,0,,,,,0,0
120202773662000164,fb,"7 December, 2023","4 January, 2024",27,"2,116.81","49,063",257,0.52,0,,,,,0,0
120202773829130164,fb,"8 December, 2023","21 December, 2023",7,46.9,687,3,0.43668122270742358079,0,,,,,0,0
120202773917230164,fb,"8 December, 2023","13 December, 2023",6,94.07,"2,066",13,0.6292352371732817038,0,,,,,0,0
120202773974720164,fb,"8 December, 2023","8 December, 2023",1,5.38,72,0,0,0,,,,,0,0
120202774021270164,fb,"7 December, 2023","26 December, 2023",10,210.87,"4,810",18,0.37422037422037422037,0,,,,,0,0
120202774052670164,fb,"7 December, 2023","3 January, 2024",13,"1,534.25","34,725",123,0.354211663067,0,,,,,0,0
120202774184600164,fb,"7 December, 2023","26 December, 2023",8,46.99,"1,074",3,0.27932960893854748603,0,,,,,0,0
120202774365510164,fb,"7 December, 2023","20 December, 2023",11,365.19,"5,783",32,0.553346014,0,,,,,0,0
120202879461870164,fb,"8 December, 2023","9 December, 2023",2,149.06,"14,481",126,0.8701057,0,,,,,0,0
120202936216610164,fb,"9 December, 2023","7 January, 2024",29,878.47,"229,322",1,0.000436068061503039,0,,,,,0,0
120202958752500164,fb,"9 December, 2023","7 January, 2024",30,830.89,"179,951",1,0.000555706831304077,0,,,,,0,0
120203374609140164,fb,"13 December, 2023","10 January, 2024",27,"1,608.92","50,716",74,0.14591056077,0,,,,,0,0
120203585874400164,fb,"15 December, 2023","11 January, 2024",5,56.43,"4,257",5,0.1174536058,0,,,,,0,0
120203689813310155,fb,"12 December, 2023","11 January, 2024",29,956.35,"224,728",1,0.0004449823786978036,0,,,,,0,0
120203722242070155,fb,"12 December, 2023","16 December, 2023",5,906.86,"173,557",1,0.00058,0,,,,,0,0
120203725034630155,fb,"13 December, 2023","13 January, 2024",30,"1,389.57","805,313",2,0.0002483506413034,0,,,,,0,0
120203891473340164,fb,"18 December, 2023","6 January, 2024",12,291.25,"7,038",34,0.483092,0,,,,,0,0
120203892437330164,fb,"18 December, 2023","30 January, 2024",30,"2,206.52","71,058",178,0.2505,0,,,,,0,0
120203893320080164,fb,"18 December, 2023","11 January, 2024",16,"1,144.28","28,025",90,0.32,0,,,,,0,0
120203895764020164,fb,"18 December, 2023","21 January, 2024",21,478.47,"12,774",53,0.41490527634257084703,0,,,,,0,0
120203953233440164,fb,"18 December, 2023","4 January, 2024",18,33.78,"2,990",5,0.16722408027,2,100,0,0,0,0,0
120203953491940164,fb,"18 December, 2023","16 January, 2024",20,"2,261.9","127,003",272,0.21416816925584435013,49,91.84,32.65,12.24,0,"15,500",6.85
120204372684930164,fb,"22 December, 2023","17 January, 2024",19,"3,794.27","97,963",335,0.34,65,80,35.38,12.31,0,"7,000",1.84
120204450758810164,fb,"26 December, 2023","25 January, 2024",28,"11,676.86","469,375","1,938",0.41288948069241012,328,72.56,30.49,11.89,0,"24,500",2.1
120204450824720164,fb,"26 December, 2023","31 January, 2024",21,"2,398.59","69,509",211,0.3036,0,,,,,0,0
120204450867740164,fb,"26 December, 2023","29 January, 2024",34,"8,430.29","328,060",837,0.25513625556300676705,0,,,,,0,0
120204454862090164,fb,"26 December, 2023","26 December, 2023",1,90.83,"2,819",9,0.32,1,100,0,0,0,0,0
120204455114430164,fb,"26 December, 2023","27 December, 2023",2,7.96,564,2,0.354609929078014,0,,,,,0,0
120204455114440164,fb,"26 December, 2023","16 January, 2024",9,312.16,"14,171",39,0.2752099,4,100,50,50,0,0,0
120204455114450164,fb,"26 December, 2023","4 January, 2024",6,107.19,"4,165",17,0.4081632653061,1,100,0,0,0,"1,500",13.99
120204484329450164,fb,"27 December, 2023","9 January, 2024",11,330.7,"19,416",45,0.23176761433868974042,9,77.78,22.22,11.11,0,"3,500",10.58
120204484590670164,fb,"27 December, 2023","7 January, 2024",10,106.68,"6,719",19,0.28278017562137222801,3,33.33,0,0,0,0,0
120204484628740164,fb,"27 December, 2023","31 January, 2024",34,"9,709.24","607,087","1,934",0.31857048495520411407,349,69.34,24.93,6.88,0,"11,750",1.21
120204484652900164,fb,"27 December, 2023","4 January, 2024",9,28.79,"1,452",1,0.06887052,0,,,,,0,0
120204485417430164,fb,"27 December, 2023","23 January, 2024",4,173.36,"2,106",7,0.33238366571699905033,0,,,,,0,0
120204485417440164,fb,"27 December, 2023","20 January, 2024",13,317.87,"10,749",45,0.41864359475300028,6,100,16.67,16.67,0,0,0
120204485417450164,fb,"27 December, 2023","2 February, 2024",38,"25,081.08","1,227,549","5,175",0.42157176617796927047,987,73.76,18.34,25.84,0,"49,500",1.97
120204485417460164,fb,"27 December, 2023","27 January, 2024",32,"10,366.71","285,188","1,629",0.5712022,306,83.33,29.08,16.01,0,"20,500",1.98
120204485417470164,fb,"27 December, 2023","14 January, 2024",8,200.31,"7,776",33,0.42438271604938271605,4,100,25,50,0,0,0
120204485417480164,fb,"27 December, 2023","22 January, 2024",12,86.03,"3,353",17,0.50700864897107068,0,,,,,0,0
120204485417490164,fb,"27 December, 2023","2 February, 2024",27,817.52,"32,330",118,0.36498608103928240025,22,86.36,18.18,31.82,0,"6,500",7.95
120204500060900164,fb,"28 December, 2023","27 January, 2024",28,"7,364","236,439",548,0.23,0,,,,,0,0
120204500139130164,fb,"28 December, 2023","1 January, 2024",5,91.66,"2,379",7,0.29,0,,,,,0,0
120204500215140164,fb,"28 December, 2023","3 January, 2024",7,79.48,"2,271",5,0.22017,0,,,,,0,0
120204500670480164,fb,"28 December, 2023","27 January, 2024",16,"1,002.83","31,997",60,0.1875175797731037,0,,,,,0,0
120204533184730164,fb,"29 December, 2023","24 January, 2024",18,435.86,"21,385",57,0.27,9,77.78,22.22,11.11,0,"4,500",10.32
120204533384310164,fb,"29 December, 2023","11 January, 2024",9,324.71,"21,728",45,0.2071060382916053019,4,75,25,0,0,0,0
120204571842350164,fb,"1 January, 2024","1 January, 2024",1,2.1,139,0,0,0,,,,,0,0
120204571842370164,fb,"1 January, 2024","18 January, 2024",8,267.95,"13,195",31,0.23,3,33.33,33.33,0,0,0,0
120204571842410164,fb,"1 January, 2024","1 January, 2024",1,5.72,275,0,0,0,,,,,0,0
120204571842420164,fb,"1 January, 2024","1 January, 2024",1,4.71,244,0,0,0,,,,,0,0
120204583925880164,fb,"1 January, 2024","8 January, 2024",8,39.57,"1,272",1,0.0786163522013,0,,,,,0,0
120204584046610164,fb,"1 January, 2024","29 January, 2024",9,17.45,"1,635",0,0,0,,,,,0,0
120204584064580164,fb,"1 January, 2024","3 February, 2024",25,"2,391.84","69,833",186,0.2663497200463964029,0,,,,,0,0
120204595910730164,fb,"2 January, 2024","25 January, 2024",17,337.73,"13,479",55,0.4080421396246012,10,70,20,30,0,0,0
120204596298100164,fb,"2 January, 2024","24 January, 2024",5,91.49,"5,507",12,0.21790448520065,2,100,50,0,0,0,0
120204601727030164,fb,"2 January, 2024","16 January, 2024",6,83.38,"4,744",7,0.1475548060708263069,1,0,0,0,0,0,0
120204601727040164,fb,"2 January, 2024","30 January, 2024",17,524.18,"25,944",65,0.2505396238051,11,81.82,27.27,9.09,0,"3,500",6.68
120204601727050164,fb,"2 January, 2024","3 January, 2024",2,22.88,"1,447",4,0.2764340013821700069,0,,,,,0,0
120204601727080164,fb,"2 January, 2024","3 January, 2024",2,5.84,223,0,0,0,,,,,0,0
