ad_id,source,ad_start,days_active,spend,impressions,clicks,ctr,n_leads,inbounded_perc,high_leads_perc,adult_leads_perc,z3_coverage,n_connected_calls,revenue,roas
120208907087650164,fb,"21 April, 2024",33,"1,249.61","60,025",316,0.53,38,68.42,21.05,84.21,50,0,0,0
120208907087670164,fb,"18 April, 2024",6,393.57,"14,721",57,0.38720195638883228042,6,66.67,16.67,83.33,50,0,"4,000",10.16
120208978119880164,fb,"20 April, 2024",38,"3,504.77","213,137",515,0.24162862384288040087,64,79.69,20.31,21.88,66.67,0,"4,500",1.28
120208978316060164,fb,"20 April, 2024",43,"8,749.08","424,285","1,373",0.32360323838929022,180,89.44,38.89,76.11,73.91,19,"86,999",9.94
120208978527080164,fb,"20 April, 2024",34,"4,808.91","201,336",906,0.449994039814042,124,79.03,29.03,78.23,63.27,0,"6,999",1.46
120208990629630164,fb,"20 April, 2024",5,148.37,"5,394",43,0.79718205413422321098,4,75,75,75,33.33,0,"1,000",6.74
120209000410560164,fb,"20 April, 2024",36,"9,225.57","280,536","1,163",0.41,168,79.76,30.36,24.4,54.48,0,"42,000",4.55
120209000410570164,fb,"20 April, 2024",22,"3,193.48","75,097",387,0.51533350200407473002,37,83.78,13.51,13.51,38.71,0,"8,500",2.66
120209000410580164,fb,"20 April, 2024",43,"4,144.44","123,440",556,0.45042125729099,24,91.67,45.83,0,81.82,3,"20,000",4.83
120209000410590164,fb,"20 April, 2024",20,989.69,"22,533",170,0.754449030311099,12,91.67,50,8.33,54.55,0,0,0
120209000410610164,fb,"20 April, 2024",16,"1,156.58","27,748",207,0.74599971169093,15,73.33,26.67,13.33,45.45,0,0,0
120209000410620164,fb,"20 April, 2024",49,"24,622.75","836,470","4,182",0.5,369,82.38,31.71,8.94,55.26,10,"77,500",3.15
120209000410710164,fb,"21 April, 2024",51,"32,228.18","1,248,118","7,243",0.58031372034,432,81.94,44.68,1.62,65.54,16,"120,500",3.74
120209001368990164,fb,"15 May, 2024",22,"2,908.55","105,754",511,0.483196853074,67,86.57,22.39,76.12,67.24,0,"4,000",1.38
120209001369000164,fb,"20 April, 2024",49,"12,815.83","332,661","1,591",0.48,142,93.66,46.48,85.21,85.71,16,"13,500",1.05
120209001369010164,fb,"21 April, 2024",33,"2,787.63","89,107",812,0.91,74,83.78,45.95,90.54,74.19,2,"36,000",12.91
120209001369020164,fb,"20 April, 2024",26,539.08,"19,432",109,0.560930424043,11,72.73,27.27,45.45,100,0,0,0
120209001369030164,fb,"20 April, 2024",32,"1,072.86","67,901",295,0.4344560463027054094,16,93.75,18.75,68.75,80,0,0,0
120209001369040164,fb,"20 April, 2024",37,"1,391.29","62,561",309,0.49391793609437189303,33,90.91,24.24,96.97,73.33,0,"6,000",4.31
120209001369050164,fb,"21 April, 2024",15,139.86,"4,257",43,1.01,1,100,100,100,100,0,0,0
120209001369060164,fb,"20 April, 2024",44,"58,266.72","3,847,790","12,326",0.320339727479930038,"2,234",82.36,24.8,85.18,66.25,22,"151,496",2.6
120209001369070164,fb,"20 April, 2024",31,455.82,"25,917",59,0.22764980514720067909,8,87.5,62.5,87.5,100,0,0,0
120209001369080164,fb,"20 April, 2024",44,"10,346.85","429,637","1,644",0.38264860801095,124,78.23,31.45,75,57.73,4,"28,000",2.71
120209068014690164,fb,"23 April, 2024",10,"1,031.37","28,750",82,0.28521739130434782609,4,100,50,25,75,0,0,0
120209068218310164,fb,"23 April, 2024",26,239.96,"18,573",30,0.161524794056,1,100,0,0,100,0,0,0
120209170913130164,fb,"26 April, 2024",13,350.88,"14,824",55,0.371019967620076,3,100,33.33,0,66.67,0,0,0
120209171341060164,fb,"26 April, 2024",26,"2,798.56","80,388",326,0.40553316415385380903,57,91.23,26.32,38.6,63.46,0,0,0
120209181041150164,fb,"26 April, 2024",22,145.15,"6,629",26,0.39221602052,5,80,60,80,100,0,"2,000",13.78
120209217222760164,fb,"28 April, 2024",6,726.6,"35,924",117,0.33,8,75,0,100,66.67,0,0,0
120209218993180164,fb,"28 April, 2024",16,236.7,"10,551",33,0.31,2,50,50,50,0,0,0,0
120209219233460164,fb,"28 April, 2024",34,"5,938.72","193,169",893,0.4622894977972656068,96,75,29.17,13.54,54.17,5,"34,500",5.81
120209269189210164,fb,"30 April, 2024",39,"17,029.39","647,915","2,124",0.32782077896020311306,291,84.54,27.49,80.07,72.76,20,"75,500",4.43
120209312972440164,fb,"1 May, 2024",9,893.54,"21,073",76,0.36065107009,5,80,20,40,25,0,0,0
120209398124160164,fb,"7 May, 2024",28,"4,360.25","124,694",538,0.4314562048,29,82.76,34.48,6.9,66.67,1,"4,500",1.03
120209524725870164,fb,"7 May, 2024",22,"5,647.71","164,809",655,0.3974297520159700016,65,87.69,30.77,72.31,70.18,4,"26,000",4.6
120209524944930164,fb,"7 May, 2024",34,"24,957.79","1,199,513","3,844",0.32046338805832034,621,82.61,28.34,67.47,67.64,9,"38,999",1.56
120209525312340164,fb,"7 May, 2024",27,"7,209.33","306,420",915,0.2986098,145,74.48,23.45,9.66,62.04,18,"134,000",18.59
120209525560660164,fb,"7 May, 2024",12,217.06,"7,310",21,0.2872777018,2,100,0,0,0,0,0,0
120209642457070164,fb,"10 May, 2024",33,"19,627.22","699,371","4,251",0.6078,356,78.09,29.78,67.42,68.71,17,"86,494",4.41
120209642766090164,fb,"10 May, 2024",9,117.08,"5,157",22,0.42660461508629048,2,100,50,100,50,0,0,0
120209643286060164,fb,"10 May, 2024",32,"23,546.2","1,026,487","9,558",0.93,"1,776",74.32,19.54,35.53,48.26,22,"82,500",3.5
120209643758180164,fb,"10 May, 2024",20,"2,120.33","49,811",217,0.44,8,100,25,50,100,0,0,0
120209974109800164,fb,"18 May, 2024",22,"7,666.42","332,865","1,638",0.492091388400703,354,85.31,38.14,83.62,75.17,47,"111,488",14.54
120209974110100164,fb,"18 May, 2024",83,"112,395.68","5,775,499","22,911",0.39669299570478672059,"4,203",82.16,28.57,78.4,80.39,272,"1,428,989",12.71
120209975661410164,fb,"18 May, 2024",58,706.01,"28,930",135,0.47,34,76.47,47.06,85.29,92.31,19,"106,000",150.14
120209975693560164,fb,"18 May, 2024",2,98.88,"2,411",13,0.53919535462463708005,2,50,0,100,100,0,0,0
120209978903460164,fb,"18 May, 2024",77,"18,945.61","726,537","3,151",0.433701243019970077,697,86.66,33.57,87.66,83.94,56,"315,500",16.65
120209979017930164,fb,"18 May, 2024",39,"3,156.94","112,869",469,0.4155259637278615032,123,89.43,32.52,91.06,92.73,14,"42,000",13.3
120209979154670164,fb,"18 May, 2024",38,"56,943.9","3,651,973","11,735",0.3213331533393045,"2,581",80.4,24.8,83.92,83.04,141,"740,491",13
120209979154680164,fb,"18 May, 2024",68,108.6,"18,454",45,0.2438495719085,6,66.67,66.67,83.33,75,0,0,0
120209979273970164,fb,"22 May, 2024",17,"3,950.6","200,817",903,0.44966312612975993068,219,82.19,29.22,88.58,76.11,5,"17,500",4.43
120209979482580164,fb,"18 May, 2024",11,509.98,"13,526",40,0.29572674848440041402,7,85.71,28.57,42.86,83.33,0,0,0
120209979482590164,fb,"18 May, 2024",36,"69,549.84","2,500,032","11,685",0.467394017,"1,428",81.37,27.87,14.57,53.27,75,"326,491",4.69
120209979483130164,fb,"18 May, 2024",13,"1,520.36","49,251",134,0.27207569389454021,11,90.91,27.27,0,20,0,0,0
120209979483250164,fb,"18 May, 2024",22,"12,812.67","410,964","2,222",0.54067996223513495099,196,83.16,25.51,16.84,57.67,16,"88,500",6.91
120209979483280164,fb,"18 May, 2024",4,303.93,"6,324",35,0.55344718532574320051,2,50,50,0,100,0,0,0
120209981045570164,fb,"18 May, 2024",30,"9,318.34","388,709","1,151",0.2961083998569624063,168,84.52,27.38,2.98,59.86,5,"45,000",4.83
120210010755090164,fb,"19 May, 2024",17,"2,321.56","71,161",255,0.358342350444766094,30,90,26.67,6.67,48.15,0,0,0
120210010755110164,fb,"19 May, 2024",20,"4,119.83","133,208",407,0.305537205,38,73.68,34.21,5.26,42.86,6,"24,000",5.83
120210010755140164,fb,"19 May, 2024",12,"1,230.36","41,265",280,0.6785411365564037,11,81.82,27.27,18.18,66.67,0,0,0
120210010818000164,fb,"19 May, 2024",21,"8,333.53","211,907",870,0.41055746152793442406,153,84.31,39.22,18.3,48.06,3,"60,000",7.2
120210010818020164,fb,"19 May, 2024",17,676.16,"17,899",82,0.458126152299011,12,91.67,33.33,0,72.73,3,"10,000",14.79
120210010818030164,fb,"19 May, 2024",22,"13,413.23","522,093","1,379",0.26,227,77.53,18.5,5.29,52.84,19,"163,000",12.15
120210010818040164,fb,"19 May, 2024",15,"3,358.95","132,496",320,0.2415167250332085,55,92.73,20,16.36,68.63,6,"8,000",2.38
120210010818050164,fb,"19 May, 2024",21,"6,060.42","184,445",680,0.37,105,77.14,22.86,21.9,50.62,2,"20,000",3.3
120210010818060164,fb,"19 May, 2024",13,186.92,"5,797",6,0.1035018,2,100,0,50,100,0,0,0
120210068165350164,fb,"20 May, 2024",17,"5,203.63","198,303",878,0.4427567913748153079,80,81.25,23.75,22.5,46.15,0,0,0
120210068189770164,fb,"20 May, 2024",17,"2,961.22","98,328",575,0.58,25,76,28,12,63.16,9,"28,000",9.46
120210105885090164,fb,"22 May, 2024",39,"13,428.99","484,444","3,062",0.632064800059,753,82.2,31.08,78.62,83.2,37,"177,500",13.22
120210144858000164,fb,"22 May, 2024",32,"16,823.17","837,229","3,296",0.39,650,82.62,31.54,82.31,85.1,32,"159,500",9.48
120210187406350164,fb,"23 May, 2024",23,"46,136.28","2,248,341","8,613",0.38308245946678017,"1,299",81.76,21.71,19.71,61.39,30,"141,500",3.07
120210187451240164,fb,"23 May, 2024",7,276.33,"13,110",55,0.41952707856598017,5,100,80,20,40,0,0,0
120210256839300164,fb,"27 May, 2024",69,"8,710.5","423,848","2,245",0.5296710141371435043,142,87.32,33.1,13.38,70.16,38,"325,000",37.31
120210280978800164,fb,"27 May, 2024",27,"42,355.88","1,467,649","6,823",0.46,"1,105",79,21.36,26.15,57.85,31,"262,000",6.19
120210281001980164,fb,"27 May, 2024",17,429.13,"14,328",78,0.54438860971524288107,7,85.71,57.14,0,33.33,0,0,0
120210281014280164,fb,"27 May, 2024",5,435.3,"14,354",36,0.2508011704055,2,100,50,0,100,0,0,0
120210281024760164,fb,"27 May, 2024",13,"3,431.55","103,782",424,0.4085,64,78.13,10.94,29.69,62,1,"21,500",6.27
120210287979890164,fb,"27 May, 2024",4,310.73,"8,890",25,0.2812148481439820023,1,100,0,0,0,0,0,0
120210288220170164,fb,"27 May, 2024",12,"1,508.73","45,839",132,0.287964397129082,20,85,15,25,64.71,0,0,0
120210293519050164,fb,"27 May, 2024",6,411.51,"13,384",34,0.2540346682606097,3,66.67,33.33,33.33,50,0,0,0
120210305545010164,fb,"28 May, 2024",7,762.67,"18,126",60,0.331016,9,100,11.11,44.44,88.89,0,0,0
120210305574740164,fb,"28 May, 2024",6,"1,024.4","18,482",88,0.4761389460015,9,100,44.44,11.11,66.67,2,"12,000",11.71
120210310400380164,fb,"28 May, 2024",33,"1,248.15","52,799",216,0.409099,55,87.27,50.91,87.27,91.67,11,0,0
120210310422690164,fb,"28 May, 2024",17,"32,036.94","950,751","7,410",0.78,"1,978",81.5,30.59,83.62,83.37,90,"342,000",10.68
120210336861010164,fb,"30 May, 2024",9,"1,153.3","46,360",283,0.61044003451251079,24,95.83,41.67,8.33,73.91,9,0,0
120210336861030164,fb,"30 May, 2024",16,"9,769.46","297,027","1,527",0.51409467826157218031,243,79.01,20.99,21.4,63.54,19,"53,998",5.53
120210336861040164,fb,"30 May, 2024",9,"1,695.08","60,690",369,0.608007909046,39,84.62,23.08,25.64,75.76,0,0,0
120210336861060164,fb,"30 May, 2024",13,637.93,"25,280",144,0.56962025316455696203,11,90.91,27.27,0,80,4,"52,000",81.51
120210336861070164,fb,"31 May, 2024",14,"5,778.48","159,719",850,0.53218464929032,139,85.61,21.58,27.34,59.66,17,"135,000",23.36
120210336861100164,fb,"31 May, 2024",11,96.95,"3,314",19,0.57,1,100,0,0,100,0,0,0
120210415412630164,fb,"3 June, 2024",2,310.26,"6,189",23,0.3716270803038,3,100,33.33,33.33,100,0,0,0
120210415562500164,fb,"3 June, 2024",76,"70,592.93","2,645,188","13,520",0.51111679019,"1,167",89.55,38.13,32.56,68.42,256,"1,727,988",24.48
120210436936070164,fb,"4 June, 2024",32,"1,340.26","44,341",204,0.460070814821497034,48,85.42,43.75,100,90.24,8,"8,000",5.97
120210571536380164,fb,"12 June, 2024",14,"2,891.77","137,136",561,0.4090829541477074,69,78.26,13.04,1.45,55.56,0,"6,500",2.25
120210571536390164,fb,"12 June, 2024",28,"17,045.43","852,298","2,804",0.32899291093021,446,87.89,28.25,8.07,65.82,69,"475,500",27.9
120210571536410164,fb,"12 June, 2024",12,242.33,"7,354",49,0.66630405221648083,4,75,25,0,33.33,0,0,0
120210571536520164,fb,"12 June, 2024",18,"17,516.01","771,493","4,651",0.602857057679072,521,83.11,24.18,11.52,64.2,45,"367,500",20.98
120210575974780164,fb,"12 June, 2024",6,"1,128.48","45,682",148,0.32397881003458692702,22,77.27,22.73,0,52.94,3,"21,000",18.61
120210575974850164,fb,"12 June, 2024",1,263.13,"8,195",26,0.3172666259914582062,3,100,33.33,0,100,0,0,0
120210605121560164,fb,"12 June, 2024",41,"1,408.17","51,847",231,0.45,65,89.23,35.38,86.15,86.21,9,"80,500",57.17
120210605592600164,fb,"12 June, 2024",32,"46,666.07","2,266,539","8,010",0.353402257803638058,875,83.77,22.06,16.8,64.67,67,"476,500",10.21
120210605695380164,fb,"12 June, 2024",2,66.62,"2,264",6,0.265018,2,50,0,50,100,0,0,0
120210605723980164,fb,"23 June, 2024",14,"1,751.33","72,832",293,0.40229569420035,22,59.09,9.09,22.73,53.85,0,0,0
120210609711340164,fb,"12 June, 2024",7,"2,507.33","71,469",501,0.70100323217059,81,74.07,25.93,25.93,60,0,0,0
120210609711350164,fb,"12 June, 2024",3,19.04,594,4,0.67340067340067340067,1,100,100,0,100,0,0,0
120210609711360164,fb,"12 June, 2024",6,759.43,"19,512",226,1.16,21,85.71,47.62,9.52,61.11,0,0,0
120210609711430164,fb,"12 June, 2024",6,"1,478.52","41,640",352,0.845341018251681076,45,84.44,40,11.11,55.26,0,0,0
120210609803630164,fb,"12 June, 2024",7,291.6,"7,315",56,0.76555023923444976077,10,80,40,20,75,0,0,0
120210609874100164,fb,"12 June, 2024",32,165.44,"4,853",32,0.659385946837008036,4,100,50,100,100,0,0,0
120210609874110164,fb,"12 June, 2024",39,437.3,"12,485",105,0.841009211053,37,91.89,29.73,81.08,91.18,0,0,0
120210609874120164,fb,"12 June, 2024",49,"4,368.18","191,872","1,085",0.5654811541027,204,83.82,33.82,76.96,84.8,19,"117,000",26.78
120210609874130164,fb,"15 June, 2024",25,18.42,654,7,1.07,2,100,0,100,100,0,0,0
120210609874140164,fb,"12 June, 2024",12,"4,463.99","127,162","1,299",1.02,323,80.8,27.24,78.64,83.52,4,"24,000",5.38
120210609874150164,fb,"12 June, 2024",47,"8,162.57","328,694","1,884",0.57317748422544981046,419,80.67,31.74,79.24,84.02,19,"70,000",8.58
120210609898070164,fb,"12 June, 2024",23,13.95,426,2,0.46948356807511737089,2,100,100,100,50,6,"4,000",286.74
120210678489910164,fb,"15 June, 2024",8,226.96,"8,177",32,0.391341567812156047,4,75,25,25,100,1,"4,000",17.62
120210678545190164,fb,"15 June, 2024",24,"35,673.07","1,629,957","5,907",0.3624021983402016,637,84.46,20.09,21.66,59.48,36,"263,500",7.39
120210729737700164,fb,"18 June, 2024",8,"1,130.45","43,740",133,0.30406950160037,28,89.29,21.43,75,76,4,0,0
120210729803880164,fb,"18 June, 2024",10,353.92,"16,309",48,0.294316022,7,100,71.43,100,100,0,0,0
120210818380660164,fb,"23 June, 2024",17,"5,526.95","238,122",871,0.37,130,91.54,34.62,5.38,69.75,11,"122,500",22.16
120210818387470164,fb,"23 June, 2024",23,"1,632.58","56,333",342,0.60710418404842632205,23,91.3,39.13,13.04,66.67,4,"37,500",22.97
120210834918850164,fb,"24 June, 2024",20,"19,639.47","665,597","5,209",0.78260569083093824041,"1,350",82.59,29.41,91.11,88.79,66,"351,497",17.9
120210834969120164,fb,"24 June, 2024",4,86.34,"4,519",16,0.35406063288338127904,2,100,50,0,100,0,0,0
120210894194740164,fb,"27 June, 2024",100,"41,019.25","1,792,414","5,855",0.326654444787867089,654,90.67,39.14,6.73,74.2,92,"710,500",17.32
120210894211010164,fb,"27 June, 2024",6,602,"23,838",107,0.448863159661045,6,100,50,0,83.33,0,0,0
120210901315110164,fb,"27 June, 2024",12,233.95,"9,445",46,0.48703017469560614082,3,100,33.33,66.67,66.67,0,0,0
120210901372720164,fb,"27 June, 2024",15,"13,880.7","613,178","2,359",0.384716998979089,308,85.06,31.49,7.79,74.43,28,"147,500",10.63
120210901412880164,fb,"28 June, 2024",26,"33,434.97","2,097,299","8,350",0.398131120074,"1,709",79.17,29.49,77.71,82.34,41,"211,500",6.33
120210920965540164,fb,"28 June, 2024",27,144.26,"7,632",25,0.3275681341719078,4,100,75,100,75,1,"6,000",41.59
120210921319750164,fb,"28 June, 2024",6,"3,353.64","107,411",916,0.85279906154863096,218,79.36,27.06,95.41,90.17,12,"85,993",25.64
120210921319770164,fb,"28 June, 2024",4,7.66,299,3,1,1,100,100,100,100,0,0,0
120210921446570164,fb,"28 June, 2024",19,"5,703.82","331,320","1,578",0.48,356,81.46,31.74,78.65,78.62,15,"95,000",16.66
120210921446580164,fb,"28 June, 2024",16,24.39,737,5,0.67842605156038,1,100,0,100,0,0,0,0
120210921446600164,fb,"28 June, 2024",20,"2,502.07","124,670",576,0.462019732093,122,74.59,25.41,74.59,86.81,10,"57,500",22.98
120210921446610164,fb,"28 June, 2024",11,7.16,162,2,1.23,1,100,0,100,100,0,0,0
120210921446620164,fb,"28 June, 2024",19,574.35,"30,558",138,0.45160024,19,89.47,26.32,84.21,94.12,0,0,0
120210925984510164,fb,"28 June, 2024",10,"2,266.26","73,710",352,0.47754714421381088048,37,81.08,24.32,32.43,83.33,2,"7,500",3.31
120211012291490164,fb,"3 July, 2024",15,"4,086.92","185,060",681,0.367988760402032,67,85.07,40.3,7.46,80.7,10,"64,000",15.66
120211041158900164,fb,"4 July, 2024",78,"4,559.58","221,887",850,0.383078,88,93.18,31.82,12.5,69.51,7,"27,000",5.92
120211041313710164,fb,"4 July, 2024",5,"2,357.14","86,628",341,0.39,49,87.76,44.9,8.16,90.7,0,0,0
120211062786350164,fb,"5 July, 2024",11,"1,622.71","74,981",329,0.44,52,92.31,57.69,92.31,91.67,16,"70,500",43.45
120211089538540164,fb,"6 July, 2024",10,"3,141.94","148,158",578,0.39012405675022611,91,80.22,21.98,6.59,67.12,2,"18,000",5.73
120211116897840164,fb,"7 July, 2024",22,"10,140.2","434,837","1,603",0.36864388265028045,138,88.41,26.09,10.14,71.31,30,"175,500",17.31
120211116912330164,fb,"7 July, 2024",20,"2,657.36","129,089",502,0.38887899046394348085,105,91.43,42.86,84.76,87.5,14,"45,000",16.93
120211136644770164,fb,"8 July, 2024",18,"21,099.89","1,132,368","3,941",0.348032,409,88.02,25.67,4.16,67.78,18,"190,500",9.03
120211136913670164,fb,"8 July, 2024",43,"65,364.72","3,784,055","18,505",0.4890256616248971011,"4,232",81.95,24.72,88.42,87.34,185,"1,035,500",15.84
120211137151510164,fb,"8 July, 2024",2,"2,067.29","87,407",933,1.07,34,91.18,20.59,8.82,54.84,0,0,0
120211137236170164,fb,"8 July, 2024",15,"2,810","109,060",419,0.38,30,93.33,20,0,71.43,0,0,0
120211137868930164,fb,"8 July, 2024",7,990.29,"23,642",119,0.50334151087048473056,2,100,0,0,0,0,0,0
120211153950980164,fb,"9 July, 2024",2,285.91,"13,273",54,0.40684096,2,100,0,0,50,0,0,0
120211153999410164,fb,"9 July, 2024",25,"22,335.47","791,786","3,835",0.48434804353701631501,863,90.61,43.34,92.47,90.79,60,"355,998",15.94
120211154090980164,fb,"9 July, 2024",17,"1,054.95","48,256",181,0.37508289124668435013,43,81.4,39.53,88.37,97.14,13,"45,000",42.66
120211232519060164,fb,"12 July, 2024",60,"27,636.81","1,940,453","8,841",0.45561526097256671509,532,86.65,41.35,6.02,70.93,100,"837,500",30.3
120211239981870164,fb,"12 July, 2024",23,"10,647.41","636,817","2,397",0.37640326812883450034,237,86.92,17.3,2.53,69.42,13,"123,000",11.55
120211243293080164,fb,"12 July, 2024",24,"23,200.06","1,280,460","4,906",0.3831435577839214033,687,82.68,24.75,3.93,60.04,33,"168,500",7.26
120211262932350164,fb,"13 July, 2024",21,"4,083.84","226,161","3,224",1.43,"1,053",80.44,15.48,94.78,72.85,27,"178,500",43.71
120211262932400164,fb,"13 July, 2024",7,125.7,"4,902",53,1.08,13,100,30.77,100,84.62,0,0,0
120211262932430164,fb,"13 July, 2024",8,201.29,"8,765",108,1.23,36,94.44,8.33,86.11,55.88,0,0,0
120211290989840164,fb,"14 July, 2024",32,"2,760.98","130,032",531,0.4083610188261351052,92,86.96,33.7,2.17,77.5,16,"117,500",42.56
120211290989870164,fb,"14 July, 2024",48,"8,427.53","404,825","1,338",0.3305131847094,170,90,30.59,4.12,69.93,16,"111,000",13.17
120211290989890164,fb,"14 July, 2024",8,225.88,"6,051",34,0.561890596595604032,4,100,0,50,100,0,0,0
120211290989940164,fb,"14 July, 2024",10,"2,290.2","90,900",505,0.56,36,88.89,27.78,0,75,0,0,0
120211290990050164,fb,"14 July, 2024",4,"1,042.88","23,325",124,0.53,9,88.89,44.44,33.33,50,3,"30,000",28.77
120211292139390164,fb,"14 July, 2024",27,"2,647.39","91,606",451,0.49232583018579569024,117,88.89,52.99,95.73,96.15,8,"131,000",49.48
120211295938550164,fb,"14 July, 2024",3,183.72,"5,948",52,0.87,11,81.82,27.27,81.82,66.67,0,0,0
120211347405830164,fb,"17 July, 2024",32,"10,707.47","555,815","2,186",0.3932963306136034,284,89.44,44.37,5.63,74.41,32,"345,000",32.22
120211347601400164,fb,"17 July, 2024",3,183.49,"8,780",47,0.53530751708428246014,3,100,0,100,33.33,0,0,0
120211366339970164,fb,"18 July, 2024",14,145.65,"3,662",38,1.04,11,90.91,45.45,90.91,60,13,"30,000",205.97
120211366379900164,fb,"18 July, 2024",9,412.69,"15,934",67,0.42048,1,100,100,0,0,0,0,0
120211433173590164,fb,"21 July, 2024",14,"1,326.65","70,333",411,0.584362959066,14,85.71,50,14.29,91.67,0,0,0
120211433197160164,fb,"21 July, 2024",47,"9,167.18","531,355","2,794",0.5258254839044,175,88,40,5.71,72.08,16,"305,000",33.27
120211444954090164,fb,"22 July, 2024",5,"2,572.7","101,663",460,0.452475335176023,103,88.35,35.92,92.23,89.01,14,"91,000",35.37
120211445056690164,fb,"22 July, 2024",65,"106,976.8","5,326,725","19,962",0.37475184095293074075,"2,362",86.2,30.95,11.43,69.35,209,"1,724,000",16.12
120211493298060164,fb,"24 July, 2024",1,7.73,302,1,0.33,1,100,100,100,100,0,0,0
120211493689560164,fb,"24 July, 2024",31,"11,639.22","477,202","2,630",0.55,637,84.93,34.07,92.31,86.14,26,"231,000",19.85
120211493689620164,fb,"20 August, 2024",14,"3,600.22","250,797","1,112",0.44338648388936071803,292,83.56,26.03,93.15,88.52,2,"8,000",2.22
120211493689660164,fb,"24 July, 2024",27,"3,291.07","159,404",672,0.4215703495520815036,165,87.88,31.52,94.55,84.14,30,"245,000",74.44
120211493689710164,fb,"24 July, 2024",10,258.23,"7,874",55,0.6985013970027940056,11,100,18.18,90.91,63.64,0,0,0
120211493689720164,fb,"24 July, 2024",27,576.43,"24,368",111,0.455515430072,33,84.85,30.3,100,85.71,0,0,0
120211493689730164,fb,"24 July, 2024",32,"6,094.58","264,497","1,185",0.44802020438795147015,293,88.05,36.18,94.88,91.09,9,"60,000",9.84
120211493689740164,fb,"24 July, 2024",13,285.68,"11,165",57,0.51052395879982087,15,93.33,46.67,100,100,0,0,0
120211534676800164,fb,"26 July, 2024",26,"13,944.56","446,853","2,533",0.56685308143841487021,518,83.4,32.05,81.47,84.49,11,"112,500",8.07
120211534775190164,fb,"26 July, 2024",8,"1,012.05","33,890",172,0.5075,37,86.49,24.32,89.19,81.25,7,"74,000",73.12
120211534832970164,fb,"26 July, 2024",22,"10,475.32","424,214","2,146",0.50587675088516644901,458,87.12,31.88,89.52,81.45,13,"81,995",7.83
120211534928650164,fb,"26 July, 2024",20,415.01,"25,056",87,0.35,14,85.71,28.57,78.57,75,8,"40,000",96.38
120211534958110164,fb,"26 July, 2024",31,"17,810.59","715,163","3,475",0.4859032,476,90.55,53.15,5.67,79.12,35,"272,500",15.3
120211622866950164,fb,"31 July, 2024",33,"4,193.53","136,030",476,0.34992281114460046,84,94.05,51.19,13.1,79.75,24,"164,000",39.11
120211622904350164,fb,"31 July, 2024",56,"52,519.97","2,577,695","10,160",0.394150588025,965,85.7,39.07,11.19,71.95,69,"566,000",10.78
120211622986650164,fb,"31 July, 2024",15,96.5,"6,125",17,0.2775510204082,2,100,100,100,100,0,0,0
120211623813690164,fb,"31 July, 2024",13,"4,071.44","211,715","1,123",0.5304300592778027065,271,85.98,16.97,94.83,75.11,2,"10,000",2.46
120211623813730164,fb,"31 July, 2024",3,151.23,"5,278",32,0.60629026,17,88.24,29.41,94.12,80,6,"45,000",297.56
120211623813740164,fb,"31 July, 2024",4,74.13,"3,069",13,0.42359075,2,100,0,100,50,0,0,0
120211623813770164,fb,"3 August, 2024",7,545.22,"34,600",187,0.54046,55,83.64,30.91,85.45,76.09,0,0,0
120211623813790164,fb,"31 July, 2024",5,162.96,"6,126",29,0.4733920992491022,10,80,20,90,50,0,0,0
120211623813800164,fb,"31 July, 2024",7,753.2,"31,671",207,0.653594771241830065,47,91.49,31.91,100,86.05,2,"18,000",23.9
120211623813810164,fb,"2 August, 2024",10,"2,400.76","107,411",870,0.809972907802739012,266,76.69,21.43,86.09,76.47,0,0,0
120211672845500164,fb,"2 August, 2024",45,"74,035.05","4,609,646","25,332",0.54954328380097,"8,309",87.94,24.66,91.26,86.51,181,"1,122,489",15.16
120211672976970164,fb,"2 August, 2024",22,"1,304.63","55,608",381,0.69,104,81.73,25,88.46,81.18,0,0,0
120211673017470164,fb,"2 August, 2024",18,59.6,"3,317",11,0.33,2,100,50,100,100,0,0,0
120211673101060164,fb,"2 August, 2024",10,"3,130.02","135,082",581,0.4301091189056,102,88.24,35.29,5.88,74.44,18,"142,500",45.53
120211673151780164,fb,"2 August, 2024",5,258.63,"11,714",51,0.4353764725968926071,3,100,66.67,33.33,100,0,0,0
120211691257130164,fb,"3 August, 2024",16,"6,487.49","197,685","1,154",0.58,319,90.28,35.11,4.08,75.69,21,"129,750",20
120211760986130164,fb,"6 August, 2024",39,"6,200.6","303,400",830,0.2735662491760053,122,85.25,43.44,4.1,78.85,14,"94,000",15.16
120211799945790164,fb,"7 August, 2024",2,420.31,"12,804",85,0.663855045,21,85.71,42.86,23.81,72.22,0,0,0
120211800083890164,fb,"7 August, 2024",8,290.73,"14,544",36,0.25,2,50,50,0,0,0,0,0
120211800195730164,fb,"7 August, 2024",44,"28,780.98","1,200,399","4,835",0.4027827414051,789,83.02,20.03,20.15,60,20,"175,500",6.1
120211800251070164,fb,"7 August, 2024",43,"90,874.74","4,713,906","20,219",0.43,"3,275",81.44,20.67,3.88,61.6,87,"524,500",5.77
120212015499100164,fb,"16 August, 2024",7,626.05,"34,007",90,0.26465139530097,10,100,30,30,60,0,0,0
120212015515720164,fb,"16 August, 2024",4,382.09,"19,660",51,0.25940996948118006104,2,100,0,0,0,0,0,0
